location,total_sqft,bath,balcony,bhk,price
Dwarka Nagar,1200.0,3.0,3.0,3,95.75
Amblipura,1810.0,4.0,3.0,3,148.0
Magadi Road,440.0,1.0,0.0,1,35.0
Subramanyapura,975.0,2.0,1.0,2,63.0
Doddagubbi,1250.0,2.0,3.0,2,39.0
Gopalkrishna Nagar,1530.0,2.0,1.0,3,97.0
Kereguddadahalli,1300.0,2.0,2.0,3,39.0
Channasandra,1115.0,2.0,1.0,2,40.0
Sarjapur  Road,1308.0,2.0,1.0,2,83.0
Parappana Agrahara,1194.0,2.0,2.0,2,47.0
Uttarahalli,1490.0,2.0,2.0,3,59.6
Bannerghatta Road,10000.0,4.0,0.0,4,450.0
Sarjapur  Road,1592.0,3.0,1.0,3,91.0
Rajaji Nagar,1222.0,2.0,0.0,2,112.0
Raja Rajeshwari Nagar,1267.0,2.0,2.0,2,42.85
Balagere,656.0,1.0,1.0,1,53.0
Dodda Nekkundi,3400.0,4.0,3.0,4,530.0
Chandapura,1200.0,1.0,1.0,2,36.0
Thanisandra,1698.0,3.0,2.0,3,102.0
Tata Nagar,1500.0,3.0,2.0,3,70.0
Sunkadakatte,2000.0,5.0,0.0,4,80.0
Electronic City,1152.0,2.0,1.0,2,65.75
Raja Rajeshwari Nagar,550.0,1.0,0.0,1,21.0
Pattandur Agrahara,900.0,2.0,2.0,2,42.0
Rajarajeshwari nagar,1410.0,2.0,2.0,3,45.12
Akshaya Nagar,1419.0,2.0,3.0,3,73.0
Amruthahalli,1200.0,2.0,1.0,2,55.0
AECS Layout,1800.0,3.0,3.0,3,65.0
Gottigere,990.0,2.0,1.0,2,40.0
Sarjapur  Road,1016.0,2.0,1.0,2,45.0
Bannerghatta Road,1100.0,2.0,0.0,2,39.0
Ramamurthy Nagar,850.0,2.0,1.0,4,65.0
Whitefield,1095.0,2.0,1.0,2,35.0
Rajarajeshwarinagar,2000.0,3.0,2.0,3,85.0
Budigere,1444.0,2.0,2.0,2,70.0
Whitefield,1415.0,2.0,3.0,2,67.0
Jinkethimmanahalli,1500.0,2.0,1.0,3,130.0
Daadys Gaarden Layout,1600.0,3.0,3.0,3,72.0
Whitefield,1105.0,2.0,1.0,2,41.36
Electronic City,1225.0,3.0,0.0,3,45.03
Frazer Town,2560.0,3.0,2.0,3,265.0
Kanakpura Road,1080.0,2.0,1.0,2,37.8
Dasarahalli,2400.0,3.0,3.0,7,150.0
Talaghattapura,1856.0,3.0,2.0,3,135.0
Haralur Road,1464.0,3.0,2.0,3,56.0
Vishwapriya Nagar,2100.0,6.0,2.0,6,71.0
Sarjapur  Road,1150.0,2.0,2.0,2,77.0
Abbigere,1200.0,4.0,1.0,5,98.0
5th Phase JP Nagar,1485.0,2.0,2.0,3,67.0
Vimanapura,2500.0,3.0,3.0,3,75.0
Whitefield,1200.0,2.0,1.0,2,45.0
Hennur Road,1036.0,2.0,1.0,2,59.46
Whitefield,3445.0,5.0,3.0,4,270.0
Dodsworth Layout,1400.0,2.0,2.0,2,80.0
Bommanahalli,1110.0,2.0,2.0,2,33.0
Kodichikkanahalli,1150.0,2.0,3.0,2,48.0
Kenchenahalli,715.0,1.0,1.0,1,45.0
Magadi Road,1200.0,4.0,0.0,4,130.0
Rajaji Nagar,1200.0,3.0,1.0,5,260.0
Jakkur,2283.0,4.0,2.0,4,130.0
1st Stage Radha Krishna Layout,1790.0,5.0,1.0,6,250.0
Hormavu,1453.0,2.0,2.0,3,43.58
Nagarbhavi,1400.0,2.0,1.0,3,85.0
Padmanabhanagar,1400.0,3.0,0.0,3,65.0
Whitefield,1700.0,3.0,1.0,3,140.0
Kanakpura Road,1591.0,3.0,1.0,3,120.0
Nagarbhavi,1515.0,2.0,1.0,3,79.0
Marathahalli,2500.0,3.0,3.0,5,200.0
Chandapura,975.0,2.0,1.0,2,24.86
Yeshwanthpur,1382.0,2.0,2.0,3,76.18
Nagasandra,1750.0,5.0,2.0,7,350.0
Sector 1 HSR Layout,1533.0,3.0,2.0,3,150.0
Cunningham Road,3815.0,3.0,1.0,3,763.0
Amarjyothi Colony,1100.0,2.0,2.0,2,38.0
Dairy Circle,3730.0,6.0,2.0,4,450.0
Banashankari Stage II,1500.0,2.0,1.0,3,120.0
Yelahanka,1391.0,2.0,2.0,3,64.5
Begur Road,1160.0,2.0,2.0,2,42.92
Chandapura,620.0,1.0,1.0,1,27.0
MS Pallya,2400.0,9.0,3.0,8,350.0
Vidyaranyapura,1200.0,7.0,3.0,8,130.0
Whitefield,4827.0,4.0,3.0,4,400.0
Kanakpura Road,1482.0,3.0,3.0,3,60.98
Whitefield,1405.0,2.0,2.0,2,84.5
Gunjur,1190.0,2.0,2.0,2,40.0
Harlur,1174.0,2.0,1.0,2,78.0
Seegehalli,1155.0,2.0,0.0,2,72.0
Thanisandra,1411.0,3.0,1.0,3,93.04
Jalahalli West,745.0,2.0,0.0,2,50.0
Kereguddadahalli,1000.0,2.0,2.0,2,30.0
Jigani,923.0,2.0,1.0,2,50.0
Yeshwanthpur,1000.0,2.0,2.0,2,32.0
Battarahalli,1276.0,2.0,2.0,2,45.0
Devasthanagalu,1460.0,3.0,2.0,3,70.0
Yemlur,1355.0,2.0,1.0,2,95.0
Avalahalli,833.0,1.0,1.0,1,49.0
Cambridge Layout,1750.0,5.0,1.0,5,450.0
Ramamurthy Nagar,1200.0,2.0,1.0,2,48.0
Yeshwanthpur,669.0,1.0,1.0,1,36.85
7th Phase JP Nagar,2200.0,4.0,2.0,3,105.0
Kothanur,1790.0,3.0,2.0,3,105.0
NGR Layout,1020.0,2.0,1.0,2,45.0
Doddanekundi,3250.0,5.0,1.0,4,850.0
Vasantapura main road,1037.0,2.0,1.0,2,36.28
Whitefield,1345.0,2.0,2.0,3,57.0
Kodichikkanahalli,1070.0,2.0,3.0,2,43.0
Yeshwanthpur,1385.0,2.0,2.0,3,76.18
Kanakpura Road,1207.0,2.0,2.0,2,79.9
Varthur,1140.0,2.0,3.0,2,55.5
Basavanapura,1220.0,2.0,2.0,2,68.0
CQAL Layout,3811.0,3.0,2.0,4,475.0
Iblur Village,3596.0,5.0,0.0,4,252.0
Sarjapur  Road,1965.0,3.0,3.0,3,120.0
Koramangala,1760.0,2.0,0.0,3,115.0
Haralur Road,1225.0,2.0,1.0,2,70.0
Marathahalli,1075.0,2.0,2.0,2,52.43
Panathur,1000.0,2.0,1.0,2,68.0
Hennur Road,1891.0,3.0,1.0,3,109.0
Yelahanka,1322.0,2.0,2.0,2,86.0
Mathikere,1095.0,3.0,0.0,3,215.0
Bellandur,3600.0,4.0,0.0,4,260.0
AECS Layout,1045.0,2.0,1.0,2,36.58
Venugopal Reddy Layout,1545.0,3.0,3.0,3,85.0
Thanisandra,1996.0,3.0,2.0,3,135.0
Brookefield,1125.0,2.0,2.0,2,70.0
Mysore Road,1560.0,3.0,1.0,3,115.0
BEML Layout,2000.0,2.0,2.0,3,85.0
Murugeshpalya,3100.0,4.0,2.0,4,310.0
Lake City,780.0,2.0,1.0,2,35.0
Lakshmipura,1350.0,2.0,1.0,2,110.0
Sarjapur  Road,2275.0,4.0,2.0,3,180.0
Pragathi Nagar,1350.0,2.0,2.0,2,41.0
Haralur Road,1464.0,3.0,3.0,3,56.0
Kanakpura Road,1570.0,3.0,3.0,3,64.5
Dasanapura,708.0,1.0,0.0,1,28.32
Sarjapur  Road,1680.0,3.0,1.0,3,160.0
Hoodi,1400.0,2.0,1.0,2,82.0
Bellandur,1310.0,2.0,2.0,2,72.0
BTM Layout,3300.0,6.0,3.0,6,165.0
Electronics City Phase 1,1175.0,2.0,1.0,2,57.0
Chikkalasandra,1428.0,2.0,1.0,3,80.0
Akshaya Nagar,750.0,4.0,2.0,4,62.0
Whitefield,3252.0,4.0,3.0,4,280.0
Haralur Road,1194.0,2.0,2.0,2,46.0
8th Phase JP Nagar,1080.0,2.0,2.0,2,35.0
Vijaya Bank Layout,1200.0,2.0,1.0,3,68.0
Whitefield,1200.0,2.0,1.0,2,45.0
Okalipura,1200.0,4.0,3.0,5,120.0
Bommasandra Industrial Area,1320.0,2.0,1.0,3,38.13
Badavala Nagar,1842.0,3.0,2.0,3,115.0
Sector 2 HSR Layout,1146.0,2.0,3.0,2,55.0
Rachenahalli,440.0,1.0,1.0,1,28.0
Sahakara Nagar,1048.0,2.0,3.0,2,50.0
Thanisandra,1801.0,3.0,1.0,3,115.0
Hennur Road,1232.0,2.0,1.0,2,69.61
Whitefield,1150.0,2.0,2.0,2,90.0
Talaghattapura,1868.0,3.0,1.0,3,120.0
Begur,1445.0,2.0,2.0,3,47.1
Hebbal Kempapura,1466.0,2.0,3.0,3,140.0
Harlur,1730.0,3.0,2.0,3,100.0
JP Nagar,3860.0,3.0,2.0,3,402.0
Somasundara Palya,1185.0,2.0,3.0,2,70.0
Yeshwanthpur,3027.0,4.0,3.0,3,260.0
Whitefield,2400.0,4.0,3.0,4,147.0
Kaval Byrasandra,1185.0,2.0,1.0,2,49.0
Hongasandra,1150.0,2.0,2.0,2,49.0
Maruthi Extension,2000.0,4.0,2.0,5,180.0
Vidyapeeta,875.0,3.0,1.0,6,98.0
Pai Layout,1075.0,2.0,2.0,2,35.0
Hebbal,1760.0,3.0,2.0,3,123.0
Banashankari,1600.0,2.0,1.0,2,63.98
Madiwala,910.0,4.0,1.0,4,140.0
Haralur Road,1000.0,2.0,1.0,2,78.0
7th Phase JP Nagar,1215.0,2.0,2.0,2,90.0
EPIP Zone,1734.0,3.0,3.0,3,125.0
Akshaya Nagar,1280.0,2.0,1.0,2,60.0
Rachenahalli,1113.0,2.0,1.0,2,55.0
Horamavu Banaswadi,1272.0,2.0,2.0,2,48.0
Kereguddadahalli,1240.0,3.0,2.0,3,41.0
Varthur,704.0,8.0,3.0,8,92.0
Yelahanka,1100.0,2.0,1.0,2,70.0
Ambalipura,896.0,2.0,1.0,2,30.13
BTM 2nd Stage,1200.0,2.0,0.0,2,35.0
Ramagondanahalli,2800.0,4.0,3.0,4,155.0
Hebbal,2790.0,4.0,3.0,4,198.0
Ramamurthy Nagar,3600.0,3.0,2.0,3,150.0
Sarjapur,1500.0,2.0,2.0,2,30.0
Meenakshi Layout,1200.0,7.0,0.0,8,220.0
S R Layout,1096.0,2.0,2.0,2,48.0
Cholanayakanahalli,580.0,2.0,0.0,2,95.0
GD Layout,1094.0,2.0,1.0,2,44.0
Vittal Nagar,1100.0,2.0,2.0,2,49.0
Iblur Village,2987.5,5.0,0.0,4,191.0
Koramangala,2503.0,6.0,2.0,4,325.0
Nagarbhavi,1145.0,2.0,2.0,2,40.0
Rachenahalli,1550.0,3.0,2.0,3,74.5
Seegehalli,1830.0,4.0,2.0,3,82.0
Hoodi,1746.0,3.0,3.0,3,84.95
Maruthi Sevanagar,1280.0,4.0,1.0,4,115.0
Kengeri,918.0,2.0,1.0,2,27.54
Chandapura,645.0,1.0,1.0,1,16.45
Banashankari Stage III,1305.0,2.0,1.0,3,60.0
Thigalarapalya,1207.0,2.0,2.0,2,62.0
Thanisandra,1678.0,3.0,2.0,3,125.0
Kaggalipura,950.0,2.0,1.0,2,50.0
Electronic City,1070.0,2.0,1.0,2,55.0
Ardendale,1732.46,3.0,2.0,3,92.0
Attibele,1639.0,2.0,1.0,3,40.98
Marathahalli,1360.0,2.0,1.0,2,103.0
Malleshpalya,2592.0,4.0,2.0,4,250.0
Kithaganur,720.0,4.0,3.0,5,62.0
Lakshminarayana Pura,1656.0,3.0,2.0,3,150.0
Sarjapur  Road,985.0,2.0,1.0,2,49.0
Dodda Nekkundi,1999.0,3.0,2.0,3,135.0
7th Phase JP Nagar,1050.0,2.0,1.0,2,75.0
Whitefield,1440.0,2.0,2.0,3,64.0
Basavangudi,1600.0,2.0,2.0,3,160.0
Ramagondanahalli,1253.0,2.0,1.0,2,52.66
Shirdi Sai Nagar,1200.0,3.0,0.0,3,85.0
Padmanabhanagar,1360.0,2.0,3.0,3,75.0
Hagadur,1086.0,2.0,1.0,2,47.5
Wilson Garden,1655.0,3.0,2.0,3,155.0
Sarjapur  Road,1418.0,2.0,2.0,2,78.0
Kalena Agrahara,1270.0,2.0,2.0,2,100.0
Begur Road,1410.0,2.0,3.0,3,52.17
"JP Nagar 7th Phase, ",1150.0,2.0,1.0,2,74.0
Ramamurthy Nagar,600.0,3.0,2.0,2,45.0
Raghuvanahalli,1440.0,3.0,2.0,3,65.8
J C Nagar,1200.0,2.0,0.0,3,108.0
Sadduguntepalya,1200.0,2.0,2.0,2,75.0
Begur Road,1410.0,2.0,3.0,3,50.06
Chandapura,1200.0,5.0,2.0,4,92.0
Jalahalli,600.0,3.0,2.0,3,60.0
Whitefield,624.0,1.0,1.0,1,35.0
Electronic City,1060.0,2.0,1.0,2,58.0
Hebbal,3960.0,5.0,3.0,4,386.0
Whitefield,1200.0,2.0,1.0,2,45.0
Vidyaranyapura,1200.0,4.0,2.0,4,175.0
Sarjapur,1917.0,3.0,0.0,4,60.0
KR Puram,950.0,2.0,1.0,2,40.0
Channasandra,3040.0,2.0,1.0,2,48.0
BTM 2nd Stage,1250.0,3.0,1.0,3,50.0
Vishwapriya Layout,1235.0,2.0,2.0,2,60.0
Budigere,722.0,1.0,0.0,1,46.0
Kanakpura Road,2775.0,3.0,1.0,4,165.0
Sarjapur  Road,1200.0,2.0,1.0,2,93.0
Mallathahalli,1225.0,3.0,3.0,3,60.0
Marathahalli,1220.0,2.0,1.0,2,58.5
Nagavarapalya,705.0,1.0,1.0,1,52.5
Battarahalli,1880.0,3.0,2.0,3,94.36
Yelahanka,1200.0,2.0,1.0,2,70.0
Doddakammanahalli,1550.0,2.0,1.0,3,60.0
Lingadheeranahalli,1893.0,3.0,1.0,3,130.0
HMT Layout,1650.0,3.0,2.0,3,75.0
Chikkathoguru,1113.0,2.0,2.0,2,46.0
BEL Road,1500.0,2.0,0.0,2,203.0
Kamakshipalya,1800.0,9.0,1.0,9,180.0
Sarjapur  Road,1586.0,3.0,3.0,3,70.0
Seegehalli,4000.0,3.0,1.0,3,235.0
Yelahanka New Town,1541.0,3.0,3.0,3,80.0
Haralur Road,1830.0,3.0,2.0,3,101.0
Kodigehalli,1200.0,2.0,2.0,2,48.0
Bidrahalli,1800.0,2.0,0.0,3,72.0
Bommasandra,1015.0,2.0,1.0,2,40.0
Raja Rajeshwari Nagar,1120.0,2.0,2.0,2,37.95
Hoodi,706.0,1.0,1.0,1,48.24
Medi Agrahara,1350.0,4.0,2.0,4,85.0
Kanakpura Road,1900.0,3.0,1.0,3,99.0
Seegehalli,3000.0,5.0,3.0,4,150.0
Bisuvanahalli,1075.0,2.0,1.0,3,42.0
Kanakpura Road,1290.0,2.0,3.0,2,80.0
Akshaya Nagar,1200.0,2.0,1.0,2,50.0
Hormavu,1150.0,2.0,1.0,2,53.11
Uttarahalli,1360.0,2.0,3.0,3,61.2
whitefiled,935.0,2.0,1.0,2,32.73
Cox Town,1730.0,3.0,3.0,3,140.0
Sarjapur  Road,1260.0,2.0,2.0,2,53.0
Banagiri Nagar,675.0,6.0,2.0,6,125.0
Marathahalli,4000.0,4.0,1.0,4,650.0
Marathahalli,950.0,2.0,1.0,2,45.68
Subbannaiah Palya,600.0,3.0,2.0,2,85.0
Vadarpalya,2500.0,5.0,2.0,5,120.0
Hegde Nagar,3216.0,5.0,2.0,4,300.0
N R Layout,800.0,3.0,2.0,6,120.0
Budigere,1991.0,4.0,2.0,3,88.0
Sarjapur  Road,1115.0,2.0,1.0,2,60.0
Koramangala,1900.0,3.0,3.0,3,150.0
Whitefield,1109.0,2.0,1.0,2,41.49
Rajiv Nagar,2340.0,5.0,1.0,4,129.0
Judicial Layout,1200.0,6.0,2.0,6,300.0
Whitefield,4356.0,5.0,1.0,4,850.0
9th Phase JP Nagar,1005.0,2.0,1.0,2,43.0
Kengeri,416.0,1.0,1.0,1,19.5
1st Phase JP Nagar,1394.0,2.0,1.0,2,100.0
Harlur,2138.0,3.0,2.0,3,110.0
Richards Town,1550.0,3.0,2.0,3,160.0
Nagavarapalya,1300.0,3.0,1.0,3,80.0
Thanisandra,1265.0,2.0,2.0,2,82.0
Manorayana Palya,1140.0,2.0,2.0,2,52.0
BCC Layout,1050.0,2.0,3.0,2,40.0
Thanisandra,1100.0,2.0,1.0,2,48.0
Varthur,1012.0,2.0,1.0,2,59.0
Varthur,1600.0,4.0,3.0,4,112.0
Yelahanka,1326.0,2.0,2.0,2,57.0
Hebbal Kempapura,1654.0,2.0,3.0,3,85.0
Jeevan bima nagar,1705.0,2.0,1.0,3,290.0
Chikkalasandra,1070.0,2.0,1.0,2,42.8
Whitefield,1700.0,3.0,2.0,3,95.0
Bhoganhalli,910.2,2.0,1.0,2,80.64
Kogilu,1140.0,2.0,2.0,2,50.66
Whitefield,4960.0,4.0,3.0,4,400.0
Talaghattapura,2254.0,3.0,2.0,3,170.0
Kanakapura,945.0,2.0,1.0,2,47.0
Begur Road,2462.0,6.0,2.0,4,150.0
Giri Nagar,1350.0,3.0,0.0,3,240.0
Marathahalli,615.0,1.0,1.0,1,44.0
Ramamurthy Nagar,1110.0,2.0,0.0,2,65.0
Haralur Road,575.0,1.0,1.0,1,88.0
Electronic City,1025.0,2.0,1.0,2,54.1
Vinayak Nagar,1758.0,3.0,2.0,3,95.0
Gopalapura,3179.0,5.0,3.0,4,351.0
Kaikondrahalli,1342.0,3.0,3.0,3,92.0
Kalyan nagar,1800.0,3.0,2.0,3,85.0
Whitefield,2928.0,4.0,3.0,4,198.0
Doddathoguru,1140.0,2.0,3.0,2,32.0
Raja Rajeshwari Nagar,1608.0,2.0,2.0,2,85.0
Kadugodi,1645.0,2.0,2.0,3,82.0
Ramamurthy Nagar,1410.0,2.0,1.0,3,56.4
Harlur,1200.0,2.0,2.0,2,52.0
8th Phase JP Nagar,1275.0,2.0,2.0,3,41.5
Dodda Nekkundi,3800.0,4.0,2.0,4,600.0
Kada Agrahara,909.0,2.0,1.0,3,40.0
Basavanapura,1200.0,3.0,0.0,2,85.0
Kalyan nagar,1080.0,2.0,2.0,2,73.0
Madanayakahalli,1200.0,2.0,1.0,2,34.0
Akshaya Nagar,1092.0,2.0,1.0,2,60.0
Jalahalli,1932.0,4.0,3.0,3,135.0
KR Puram,1156.0,2.0,1.0,2,72.0
Bellandur,924.0,2.0,2.0,2,35.11
Thubarahalli,1330.0,2.0,1.0,2,75.0
Thanisandra,1917.0,4.0,2.0,3,113.0
Chandapura,985.0,2.0,1.0,2,25.12
Mahalakshmi Puram,2400.0,6.0,2.0,6,408.0
Richmond Town,1800.0,5.0,2.0,4,500.0
Mahalakshmi Puram,1290.0,1.0,0.0,2,225.0
Kodigehalli,655.0,1.0,1.0,1,53.0
4th Block Koramangala,1800.0,3.0,3.0,3,140.0
Margondanahalli,1360.0,2.0,2.0,4,45.0
Bellandur,1785.0,3.0,3.0,3,118.0
Kadugodi,4000.0,7.0,2.0,7,130.0
Hebbal,1645.0,3.0,2.0,3,120.0
Gottigere,1235.0,2.0,2.0,2,63.0
Anandapura,900.0,2.0,0.0,2,48.0
Thanisandra,662.0,1.0,1.0,1,42.0
TC Palaya,1440.0,5.0,1.0,5,100.0
Whitefield,1215.0,2.0,1.0,2,62.0
Bisuvanahalli,845.0,2.0,1.0,2,37.0
Sarjapur  Road,1525.0,2.0,2.0,3,87.0
Jaladarsini Layout,1000.0,2.0,2.0,2,48.0
Hebbal,1255.0,2.0,1.0,3,90.0
Mysore Road,1560.0,3.0,2.0,3,120.0
Kasavanhalli,2100.0,3.0,3.0,3,110.0
Kodichikkanahalli,1620.0,2.0,2.0,3,85.0
Marathahalli,1595.0,3.0,2.0,3,90.0
Basavanapura,1095.0,2.0,2.0,2,38.52
9th Phase JP Nagar,835.0,2.0,0.0,2,37.0
Hennur Road,2182.0,3.0,2.0,3,72.04
Thigalarapalya,1418.0,2.0,2.0,2,106.0
Sanjay nagar,1900.0,2.0,2.0,3,180.0
Whitefield,2700.0,5.0,2.0,3,175.0
BTM 2nd Stage,1070.0,2.0,1.0,2,48.0
Ramamurthy Nagar,2000.0,9.0,2.0,9,150.0
Munnekollal,2400.0,40.0,0.0,43,660.0
Electronics City Phase 1,755.0,1.0,1.0,1,42.41
Hebbal,1645.0,3.0,2.0,3,117.0
Sarjapur,2400.0,3.0,2.0,3,190.0
Chandapura,645.0,1.0,1.0,1,16.45
Attur Layout,2400.0,4.0,2.0,3,200.0
Electronics City Phase 1,919.0,2.0,0.0,2,28.0
Sarjapur  Road,1346.0,2.0,1.0,2,71.32
Electronic City Phase II,1070.0,2.0,2.0,2,45.0
Begur Road,1225.0,2.0,1.0,2,35.52
Sarakki Nagar,880.0,6.0,2.0,6,75.0
Neeladri Nagar,640.0,1.0,1.0,1,20.5
Chikkalasandra,1310.0,2.0,1.0,3,52.4
Kanakapura,1190.0,2.0,2.0,2,39.0
Basavanna Nagar,1645.0,3.0,2.0,3,87.5
Marathahalli,1350.0,2.0,1.0,2,89.0
Vittasandra,1404.0,2.0,1.0,2,68.8
Electronic City,1105.0,2.0,1.0,3,35.0
Kanakpura Road,900.0,2.0,1.0,2,41.0
A Narayanapura,1650.0,4.0,3.0,4,320.0
Dodda Nekkundi,1100.0,2.0,1.0,2,41.15
Thanisandra,2100.0,4.0,1.0,4,95.0
Thanisandra,1948.0,3.0,2.0,3,130.0
Singasandra,1464.0,3.0,2.0,3,56.0
Raja Rajeshwari Nagar,1210.0,2.0,2.0,2,45.0
Yelahanka,4000.0,5.0,2.0,5,220.0
Brooke Bond First Cross,1252.0,2.0,2.0,2,55.0
Nagarbhavi,1200.0,4.0,3.0,5,240.0
Kundalahalli Colony,2600.0,3.0,2.0,3,140.0
7th Phase JP Nagar,1300.0,3.0,2.0,3,89.13
7th Phase JP Nagar,1130.0,2.0,2.0,2,73.0
Budigere,1200.0,3.0,0.0,4,135.0
Thanisandra,1690.0,3.0,2.0,3,125.0
Padmanabhanagar,4500.0,4.0,2.0,3,360.0
Tasker Town,950.0,2.0,1.0,2,60.0
Marathahalli,1020.0,2.0,1.0,2,57.0
"Hoodi Circle, ",2107.0,4.0,3.0,4,95.0
Marathahalli,1735.0,3.0,2.0,3,72.0
Sarjapur  Road,915.0,2.0,2.0,2,37.0
Glass Factory Layout,1450.0,3.0,3.0,3,68.0
Thigalarapalya,2215.0,4.0,2.0,3,156.0
Raghavendra Nagar,2431.0,3.0,1.0,3,100.0
Hennur Road,1804.0,3.0,2.0,3,102.0
Marathahalli,1600.0,3.0,2.0,2,88.0
Uttarahalli,1280.0,2.0,2.0,2,75.0
Hebbal,1255.0,3.0,2.0,3,77.68
Koramangala,1320.0,2.0,1.0,2,150.0
Hoodi,1257.0,2.0,1.0,2,69.0
Raja Rajeshwari Nagar,1240.0,2.0,1.0,2,53.27
Milk Colony,1200.0,4.0,2.0,4,240.0
Bannerghatta Road,1850.0,6.0,3.0,6,150.0
Hulimavu,1255.0,2.0,3.0,2,66.0
Ananth Nagar,870.0,2.0,2.0,2,36.0
Tumkur Road,1789.0,3.0,2.0,3,98.0
Basaveshwara Nagar,800.0,6.0,2.0,6,110.0
Electronic City,660.0,1.0,1.0,2,18.0
"Basnashankari,6th stage,",600.0,3.0,1.0,3,54.0
Coffee Board Layout,1155.0,2.0,3.0,2,56.0
R.T. Nagar,1235.0,2.0,2.0,2,65.0
Yelahanka,2675.0,4.0,2.0,4,140.0
CV Raman Nagar,1025.0,2.0,2.0,2,50.0
Raja Rajeshwari Nagar,1395.0,2.0,2.0,3,72.0
Rachenahalli,1530.0,2.0,2.0,3,74.4
Dodda Nekkundi,1252.0,2.0,1.0,3,71.0
Hennur Road,1081.0,2.0,1.0,2,30.27
Haralur Road,1255.0,3.0,1.0,3,130.0
Choodasandra,1220.0,3.0,2.0,3,56.0
Jigani,1408.0,2.0,0.0,3,55.0
Bisuvanahalli,1180.0,2.0,1.0,3,60.0
Sarjapur  Road,715.0,1.0,2.0,1,29.0
Sarjapur  Road,1230.0,2.0,3.0,2,94.5
Kaggadasapura,1035.0,2.0,2.0,2,45.5
EPIP Zone,3360.0,5.0,0.0,4,225.0
Kathriguppe,1300.0,3.0,2.0,3,77.99
Kanakpura Road,1100.0,3.0,1.0,3,52.97
Whitefield,1216.0,2.0,1.0,2,84.0
Shirdi Sai Layout,1450.0,2.0,3.0,2,62.63
Nagavarapalya,705.0,1.0,1.0,1,57.0
Gottigere,1385.0,3.0,2.0,3,64.0
Anekal,1200.0,2.0,1.0,2,36.1
Electronic City Phase II,1310.0,2.0,1.0,3,32.75
Sarjapur  Road,1043.0,2.0,1.0,2,39.5
Koramangala,1320.0,2.0,2.0,2,110.0
Near ullas theater,1900.0,3.0,2.0,3,205.0
Varthur,1140.0,2.0,2.0,2,39.9
Kadugodi,1100.0,2.0,1.0,2,45.0
Hebbal,1586.0,3.0,2.0,3,90.0
Chandapura,975.0,2.0,1.0,2,24.86
Amruthnagar,1365.0,3.0,2.0,2,60.0
Rajaji Nagar,1263.0,2.0,0.0,2,107.0
Begur Road,1565.0,2.0,2.0,3,59.76
Karuna Nagar,1163.0,3.0,2.0,3,180.0
Whitefield,2882.0,5.0,1.0,4,204.0
Hennur Road,2320.0,3.0,2.0,3,170.0
Sarjapur  Road,1750.0,3.0,3.0,3,99.0
Kudlu,1143.0,2.0,1.0,2,55.0
Hennur Road,1936.0,3.0,1.0,3,118.0
Electronic City,660.0,1.0,1.0,2,15.0
Chandapura,700.0,1.0,1.0,2,19.0
Chikkakannalli,1402.0,2.0,2.0,3,85.0
Hebbal,4640.0,4.0,2.0,4,600.0
Electronic City,1000.0,2.0,2.0,2,41.0
Gottigere,1000.0,2.0,1.0,2,35.0
Kengeri Satellite Town,818.0,2.0,1.0,2,26.0
Bommenahalli,1680.0,3.0,0.0,4,135.0
Kalyan nagar,2422.0,3.0,2.0,4,150.0
Indira Nagar,1145.0,2.0,2.0,2,100.0
Chandapura,1190.0,2.0,2.0,3,30.35
Sarjapur  Road,1145.0,2.0,1.0,2,62.0
Somasundara Palya,1575.0,3.0,3.0,3,68.0
Bannerghatta Road,9000.0,4.0,1.0,3,390.0
Thanisandra,1200.0,2.0,2.0,2,46.0
Yelahanka,1500.0,2.0,2.0,3,63.0
Ramamurthy Nagar,2560.0,4.0,2.0,4,75.0
Kothanur,1583.0,3.0,3.0,3,76.1
Kanakpura Road,700.0,2.0,1.0,2,34.98
Bannerghatta Road,950.0,2.0,0.0,2,38.0
Banashankari,1041.0,2.0,1.0,2,36.44
Thubarahalli,1085.0,2.0,1.0,2,70.0
Anjanapura,1070.0,2.0,2.0,2,37.0
Raja Rajeshwari Nagar,1165.0,2.0,1.0,2,45.0
Bommasandra,1000.0,2.0,1.0,2,35.0
Horamavu Agara,1169.0,2.0,1.0,2,64.0
A Narayanapura,1150.0,4.0,1.0,4,110.0
Whitefield,1840.0,3.0,2.0,3,140.0
Bhuvaneswari Nagar,1550.0,3.0,1.0,3,75.0
Kaval Byrasandra,997.0,2.0,3.0,2,53.0
Gunjur,1457.0,2.0,3.0,2,60.0
ISRO Layout,1000.0,2.0,1.0,2,60.0
KR Puram,1000.0,2.0,0.0,2,60.0
Sarjapur  Road,1500.0,3.0,2.0,3,88.0
Cottonpet,958.0,3.0,1.0,5,210.0
Lakshminarayana Pura,1165.0,2.0,2.0,2,75.0
Upkar Layout,1200.0,7.0,3.0,7,169.0
Kasavanhalli,1787.0,3.0,2.0,3,123.0
Raja Rajeshwari Nagar,1288.0,2.0,1.0,3,70.0
Thanisandra,1430.0,2.0,2.0,3,54.11
Doddathoguru,750.0,1.0,1.0,1,25.5
Yelachenahalli,900.0,2.0,1.0,4,115.0
Channasandra,1200.0,3.0,1.0,3,67.77
Electronic City,1500.0,2.0,1.0,3,78.0
Ambalipura,1230.0,2.0,2.0,2,66.25
